"success","screen","group","trial_type","trial_index","time_elapsed","internal_node_id","label_stranger","label_friend","rt","response","question_order","timeout","failed_images","failed_audio","failed_video","stimulus","trial_duration","shape","trial_number","answer","answer_correct","correct","condition","label_condition","block_number","file","block","correct_response","Illusion_Type","Illusion_Strength","Illusion_Difference","isi","fixation_cross","type","illusion_strength","illusion_difference"
"","sat_trial","","html-keyboard-response","969","776291","0.0-15.0-1.299","Seal","Martijn","520","e","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/triangle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>You</div>","","triangle","300","mismatch","mismatch","true","","Self","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","970","776794","0.0-15.0-2.299","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","971","777306","0.0-15.0-0.300","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","972","777987","0.0-15.0-1.300","Seal","Martijn","682","i","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/circle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>You</div>","","circle","301","match","match","true","","Self","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","973","778494","0.0-15.0-2.300","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","974","779006","0.0-15.0-0.301","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","975","779899","0.0-15.0-1.301","Seal","Martijn","892","e","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/square.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Seal</div>","","square","302","mismatch","mismatch","true","","Stranger","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","976","780415","0.0-15.0-2.301","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","977","780925","0.0-15.0-0.302","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","978","781603","0.0-15.0-1.302","Seal","Martijn","677","e","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/square.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Seal</div>","","square","303","mismatch","mismatch","true","","Stranger","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","979","782104","0.0-15.0-2.302","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","980","782618","0.0-15.0-0.303","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","981","783300","0.0-15.0-1.303","Seal","Martijn","681","i","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/square.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Martijn</div>","","square","304","match","match","true","","Friend","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","982","783807","0.0-15.0-2.303","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","983","784320","0.0-15.0-0.304","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","984","784947","0.0-15.0-1.304","Seal","Martijn","626","i","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/triangle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Seal</div>","","triangle","305","match","match","true","","Stranger","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","985","785451","0.0-15.0-2.304","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","986","785962","0.0-15.0-0.305","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","987","786700","0.0-15.0-1.305","Seal","Martijn","737","i","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/circle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>You</div>","","circle","306","match","match","true","","Self","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","988","787206","0.0-15.0-2.305","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","989","787721","0.0-15.0-0.306","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","990","788371","0.0-15.0-1.306","Seal","Martijn","649","i","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/circle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>You</div>","","circle","307","match","match","true","","Self","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","991","788872","0.0-15.0-2.306","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","992","789382","0.0-15.0-0.307","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","993","790059","0.0-15.0-1.307","Seal","Martijn","677","e","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/square.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Seal</div>","","square","308","mismatch","mismatch","true","","Stranger","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","994","790562","0.0-15.0-2.307","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","995","791076","0.0-15.0-0.308","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","996","791684","0.0-15.0-1.308","Seal","Martijn","608","e","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/square.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Seal</div>","","square","309","mismatch","mismatch","true","","Stranger","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","997","792191","0.0-15.0-2.308","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","998","792704","0.0-15.0-0.309","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","999","793355","0.0-15.0-1.309","Seal","Martijn","652","e","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/triangle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>You</div>","","triangle","310","mismatch","mismatch","true","","Self","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","1000","793864","0.0-15.0-2.309","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","1001","794376","0.0-15.0-0.310","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","1002","795100","0.0-15.0-1.310","Seal","Martijn","723","e","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/circle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Martijn</div>","","circle","311","mismatch","mismatch","true","","Friend","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","1003","795605","0.0-15.0-2.310","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","1004","796117","0.0-15.0-0.311","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","1005","796803","0.0-15.0-1.311","Seal","Martijn","686","i","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/square.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Martijn</div>","","square","312","match","match","true","","Friend","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","1006","797313","0.0-15.0-2.311","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","1007","797823","0.0-15.0-0.312","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","1008","798532","0.0-15.0-1.312","Seal","Martijn","709","e","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/circle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Seal</div>","","circle","313","mismatch","mismatch","true","","Stranger","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","1009","799034","0.0-15.0-2.312","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","1010","799535","0.0-15.0-0.313","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","1011","800332","0.0-15.0-1.313","Seal","Martijn","795","e","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/triangle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Martijn</div>","","triangle","314","mismatch","mismatch","true","","Friend","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","1012","800840","0.0-15.0-2.313","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","1013","801351","0.0-15.0-0.314","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","1014","802043","0.0-15.0-1.314","Seal","Martijn","692","e","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/square.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>You</div>","","square","315","mismatch","mismatch","true","","Self","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","1015","802547","0.0-15.0-2.314","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","1016","803061","0.0-15.0-0.315","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","1017","804115","0.0-15.0-1.315","Seal","Martijn","1053","e","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/circle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Seal</div>","","circle","316","mismatch","mismatch","true","","Stranger","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","1018","804620","0.0-15.0-2.315","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","1019","805130","0.0-15.0-0.316","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","1020","805780","0.0-15.0-1.316","Seal","Martijn","649","e","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/square.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>You</div>","","square","317","mismatch","mismatch","true","","Self","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","1021","806284","0.0-15.0-2.316","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","1022","806797","0.0-15.0-0.317","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","1023","807420","0.0-15.0-1.317","Seal","Martijn","623","e","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/square.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Seal</div>","","square","318","mismatch","mismatch","true","","Stranger","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","1024","807929","0.0-15.0-2.317","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","1025","808443","0.0-15.0-0.318","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","1026","809019","0.0-15.0-1.318","Seal","Martijn","576","e","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/square.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>You</div>","","square","319","mismatch","mismatch","true","","Self","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","1027","809527","0.0-15.0-2.318","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","1028","810041","0.0-15.0-0.319","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","1029","810731","0.0-15.0-1.319","Seal","Martijn","690","e","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/triangle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Martijn</div>","","triangle","320","mismatch","mismatch","true","","Friend","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","1030","811238","0.0-15.0-2.319","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","1031","811751","0.0-15.0-0.320","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","1032","812380","0.0-15.0-1.320","Seal","Martijn","629","e","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/circle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Seal</div>","","circle","321","mismatch","mismatch","true","","Stranger","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","1033","812882","0.0-15.0-2.320","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","1034","813392","0.0-15.0-0.321","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","1035","814188","0.0-15.0-1.321","Seal","Martijn","796","e","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/triangle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Martijn</div>","","triangle","322","mismatch","mismatch","true","","Friend","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","1036","814696","0.0-15.0-2.321","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","1037","815209","0.0-15.0-0.322","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","1038","815796","0.0-15.0-1.322","Seal","Martijn","586","e","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/circle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Seal</div>","","circle","323","mismatch","mismatch","true","","Stranger","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","1039","816297","0.0-15.0-2.322","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","1040","816811","0.0-15.0-0.323","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","1041","817452","0.0-15.0-1.323","Seal","Martijn","640","e","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/square.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>You</div>","","square","324","mismatch","mismatch","true","","Self","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","1042","817956","0.0-15.0-2.323","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_block_debrief","","html-button-response","1043","903548","0.0-16.0","Seal","Martijn","85589","0","","","","","","<p>You responded correctly on <b>94.44%</b> of the trials.</p>","","","","","","","","","","","","","","","","","","","",""
"true","IG_Preload","","preload","1044","904467","0.0-17.0-0.0-0.0","Seal","Martijn","","","","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","IG_Instructions","","html-keyboard-response","1045","1043349","0.0-17.0-0.0-1.0","Seal","Martijn","138881","enter","","","","","","<p>In this part, two horizontal red lines will appear one above the other.</p><p>Your task is to select which <b>line is longer</b> in length as fast as you can, without making errors.</p><p>Don't get distracted by the surrounding black arrows at the end of the red lines!</p><p>Press <b>the UP or the DOWN arrow</b> to indicate where is the longer <b>red line</b>.</p><div style='float: center'><img src='https://realitybending.github.io/IllusionGame/v3//images/MullerLyer_Demo.png' height='200'></img><p><img src='https://realitybending.github.io/IllusionGame/v3//images/answer_updown_keyboard.PNG' height='100'></img></p><p class='small'>In this example, the correct answer is the <b>UP arrow</b>.</p></div><p>Are you ready? <b>Press ENTER to start</b></p>","","","","","","","","","","","","","","","","","","","",""
"","IG_FixationCross","","html-keyboard-response","1046","1044626","0.0-17.0-0.0-2.0-0.0","Seal","Martijn","null","null","","","","","","<p style=""color: black; font-size: 80px; padding-left: 26%; padding-right: 36%; padding-top: 37%; padding-bottom: 4%"">+</p>","763","","","","","","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","1047","1045558","0.0-17.0-0.0-2.0-1.0","Seal","Martijn","925","arrowdown","","","","","","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-21.000_-0.30447.png","","","1","","","true","","","1","MullerLyer_-21.000_-0.30447.png","A","arrowdown","MullerLyer","-21.00000000","-0.304470000","1044626","<p style=""color: black; font-size: 80px; padding-left: 26%; padding-right: 36%; padding-top: 37%; padding-bottom: 4%"">+</p>","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","IG_FixationCross","","html-keyboard-response","1048","1046459","0.0-17.0-0.0-2.0-0.1","Seal","Martijn","null","null","","","","","","<p style=""color: black; font-size: 80px; padding-left: 7%; padding-right: 2%; padding-top: 50%; padding-bottom: 34%"">+</p>","896","","","","","","","","","","","","","","","","","","",""
