"success","screen","group","trial_type","trial_index","time_elapsed","internal_node_id","label_stranger","label_friend","rt","response","question_order","timeout","failed_images","failed_audio","failed_video","stimulus","trial_duration","shape","trial_number","answer","answer_correct","correct","condition","label_condition","block_number","file","block","correct_response","Illusion_Type","Illusion_Strength","Illusion_Difference","isi","fixation_cross","type","illusion_strength","illusion_difference"
"","sat_fixationcross","","html-keyboard-response","650","587769","0.0-15.0-0.193","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","651","588426","0.0-15.0-1.193","Seal","Martijn","656","e","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/circle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Seal</div>","","circle","194","mismatch","mismatch","true","","Stranger","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","652","588930","0.0-15.0-2.193","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","653","589443","0.0-15.0-0.194","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","654","590154","0.0-15.0-1.194","Seal","Martijn","711","i","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/circle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>You</div>","","circle","195","match","match","true","","Self","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","655","590668","0.0-15.0-2.194","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","656","591182","0.0-15.0-0.195","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","657","591858","0.0-15.0-1.195","Seal","Martijn","676","e","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/triangle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Martijn</div>","","triangle","196","mismatch","mismatch","true","","Friend","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","658","592362","0.0-15.0-2.195","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","659","592875","0.0-15.0-0.196","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","660","593603","0.0-15.0-1.196","Seal","Martijn","728","e","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/square.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Seal</div>","","square","197","mismatch","mismatch","true","","Stranger","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","661","594104","0.0-15.0-2.196","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","662","594616","0.0-15.0-0.197","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","663","595226","0.0-15.0-1.197","Seal","Martijn","609","e","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/square.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Seal</div>","","square","198","mismatch","mismatch","true","","Stranger","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","664","595729","0.0-15.0-2.197","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","665","596242","0.0-15.0-0.198","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","666","596963","0.0-15.0-1.198","Seal","Martijn","721","i","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/circle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>You</div>","","circle","199","match","match","true","","Self","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","667","597468","0.0-15.0-2.198","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","668","597978","0.0-15.0-0.199","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","669","598594","0.0-15.0-1.199","Seal","Martijn","615","e","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/circle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Seal</div>","","circle","200","mismatch","mismatch","true","","Stranger","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","670","599098","0.0-15.0-2.199","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","671","599609","0.0-15.0-0.200","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","672","600146","0.0-15.0-1.200","Seal","Martijn","536","e","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/triangle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>You</div>","","triangle","201","mismatch","mismatch","true","","Self","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","673","600651","0.0-15.0-2.200","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","674","601162","0.0-15.0-0.201","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","675","601730","0.0-15.0-1.201","Seal","Martijn","568","e","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/circle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>You</div>","","circle","202","mismatch","match","false","","Self","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","676","602291","0.0-15.0-2.201","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:red'>Incorrect!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","677","602803","0.0-15.0-0.202","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","678","603530","0.0-15.0-1.202","Seal","Martijn","726","e","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/square.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Seal</div>","","square","203","mismatch","mismatch","true","","Stranger","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","679","604043","0.0-15.0-2.202","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","680","604557","0.0-15.0-0.203","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","681","605570","0.0-15.0-1.203","Seal","Martijn","1013","i","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/triangle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Seal</div>","","triangle","204","match","match","true","","Stranger","1","","","","","","","","","","",""
