Participant,Trial,Correct_Response,Illusion_Type,Illusion_Strength,Illusion_Difference,isi
gf04fuxx3w,44.0,arrowup,MullerLyer,-21.0,0.18509,1832519.0
gf04fuxx3w,45.0,arrowdown,MullerLyer,-3.0,-0.30447,1833973.0
gf04fuxx3w,46.0,arrowup,MullerLyer,-9.0,0.30447,1835397.0
gf04fuxx3w,47.0,arrowdown,MullerLyer,-15.0,-0.18509,1836901.0
gf04fuxx3w,48.0,arrowdown,MullerLyer,3.0,-0.30447,1838465.0
gf04fuxx3w,49.0,arrowup,MullerLyer,-21.0,0.08716,1840028.0
gf04fuxx3w,50.0,arrowup,MullerLyer,21.0,0.45,1841484.0
gf04fuxx3w,51.0,arrowdown,MullerLyer,9.0,-0.30447,1842864.0
gf04fuxx3w,52.0,arrowup,MullerLyer,-27.0,0.30447,1844390.0
gf04fuxx3w,53.0,arrowup,MullerLyer,3.0,0.45,1846038.0
gf04fuxx3w,54.0,arrowdown,MullerLyer,-9.0,-0.30447,1847342.0
gf04fuxx3w,55.0,arrowdown,MullerLyer,-27.0,-0.08716,1848956.0
gf04fuxx3w,56.0,arrowup,MullerLyer,9.0,0.08716,1850149.0
gf04fuxx3w,57.0,arrowdown,MullerLyer,9.0,-0.45,1851748.0
gf04fuxx3w,58.0,arrowdown,MullerLyer,-15.0,-0.30447,1853522.0
gf04fuxx3w,59.0,arrowup,MullerLyer,3.0,0.18509,1855029.0
gf04fuxx3w,60.0,arrowup,MullerLyer,-21.0,0.45,1857098.0
gf04fuxx3w,61.0,arrowup,MullerLyer,21.0,0.18509,1858881.0
gf04fuxx3w,62.0,arrowup,MullerLyer,-27.0,0.18509,1860284.0
gf04fuxx3w,63.0,arrowup,MullerLyer,-21.0,0.30447,1861545.0
gf04fuxx3w,64.0,arrowup,MullerLyer,-15.0,0.08716,1862872.0
gf04fuxx3w,65.0,arrowdown,MullerLyer,15.0,-0.45,1864504.0
gf04fuxx3w,66.0,arrowup,MullerLyer,-3.0,0.45,1866069.0
gf04fuxx3w,67.0,arrowup,MullerLyer,15.0,0.08716,1867542.0
gf04fuxx3w,68.0,arrowdown,MullerLyer,-21.0,-0.45,1868899.0
gf04fuxx3w,69.0,arrowup,MullerLyer,-3.0,0.18509,1870356.0
gf04fuxx3w,70.0,arrowdown,MullerLyer,21.0,-0.18509,1871903.0
gf04fuxx3w,71.0,arrowdown,MullerLyer,27.0,-0.08716,1873650.0
gf04fuxx3w,72.0,arrowup,MullerLyer,27.0,0.30447,1875185.0
gf04fuxx3w,73.0,arrowup,MullerLyer,3.0,0.30447,1876506.0
gf04fuxx3w,74.0,arrowdown,MullerLyer,-15.0,-0.45,1878079.0
gf04fuxx3w,75.0,arrowup,MullerLyer,-15.0,0.30447,1879340.0
gf04fuxx3w,76.0,arrowdown,MullerLyer,9.0,-0.18509,1880819.0
gf04fuxx3w,77.0,arrowup,MullerLyer,15.0,0.18509,1882291.0
gf04fuxx3w,78.0,arrowdown,MullerLyer,15.0,-0.30447,1883859.0
gf04fuxx3w,79.0,arrowup,MullerLyer,-9.0,0.08716,1885127.0
gf04fuxx3w,80.0,arrowdown,MullerLyer,-27.0,-0.18509,1886746.0
gf04fuxx3w,1.0,arrowright,Ebbinghaus,-0.75,-0.5,1949875.0
gf04fuxx3w,2.0,arrowright,Ebbinghaus,-0.75,-0.3383,1951658.0
gf04fuxx3w,3.0,arrowright,Ebbinghaus,-0.75,-0.20566,1952907.0
gf04fuxx3w,4.0,arrowright,Ebbinghaus,1.35,-0.3383,1954050.0
gf04fuxx3w,5.0,arrowleft,Ebbinghaus,-1.35,0.3383,1955471.0
gf04fuxx3w,6.0,arrowleft,Ebbinghaus,-0.45,0.5,1956927.0
gf04fuxx3w,7.0,arrowright,Ebbinghaus,0.75,-0.20566,1958175.0
gf04fuxx3w,8.0,arrowleft,Ebbinghaus,-1.05,0.5,1959662.0
gf04fuxx3w,9.0,arrowleft,Ebbinghaus,0.75,0.09684,1961130.0
gf04fuxx3w,10.0,arrowleft,Ebbinghaus,-0.15,0.5,1962438.0
gf04fuxx3w,11.0,arrowright,Ebbinghaus,-1.05,-0.3383,1963888.0
gf04fuxx3w,12.0,arrowleft,Ebbinghaus,-1.35,0.5,1965502.0
gf04fuxx3w,13.0,arrowright,Ebbinghaus,1.05,-0.20566,1966834.0
gf04fuxx3w,14.0,arrowleft,Ebbinghaus,-0.45,0.20566,1968407.0
gf04fuxx3w,15.0,arrowright,Ebbinghaus,-0.75,-0.09684,1969909.0
gf04fuxx3w,16.0,arrowright,Ebbinghaus,-0.15,-0.5,1971783.0
gf04fuxx3w,17.0,arrowleft,Ebbinghaus,0.75,0.5,1973136.0
gf04fuxx3w,18.0,arrowleft,Ebbinghaus,0.15,0.09684,1974519.0
gf04fuxx3w,19.0,arrowleft,Ebbinghaus,-0.75,0.20566,1976106.0
gf04fuxx3w,20.0,arrowright,Ebbinghaus,1.05,-0.5,1977505.0
gf04fuxx3w,21.0,arrowleft,Ebbinghaus,1.05,0.3383,1979187.0
gf04fuxx3w,22.0,arrowright,Ebbinghaus,1.35,-0.20566,1980687.0
gf04fuxx3w,23.0,arrowleft,Ebbinghaus,0.45,0.5,1982985.0
gf04fuxx3w,24.0,arrowleft,Ebbinghaus,-0.75,0.3383,1984673.0
gf04fuxx3w,25.0,arrowright,Ebbinghaus,-0.15,-0.3383,1986122.0
gf04fuxx3w,26.0,arrowleft,Ebbinghaus,-0.75,0.09684,1987703.0
gf04fuxx3w,27.0,arrowleft,Ebbinghaus,-1.05,0.20566,1990387.0
gf04fuxx3w,28.0,arrowright,Ebbinghaus,0.15,-0.09684,1992045.0
gf04fuxx3w,29.0,arrowright,Ebbinghaus,1.35,-0.5,1993855.0
gf04fuxx3w,30.0,arrowright,Ebbinghaus,1.35,-0.09684,1995300.0
gf04fuxx3w,31.0,arrowright,Ebbinghaus,-1.35,-0.5,1997062.0
gf04fuxx3w,32.0,arrowleft,Ebbinghaus,0.15,0.5,1998653.0
gf04fuxx3w,33.0,arrowleft,Ebbinghaus,1.05,0.20566,2000083.0
gf04fuxx3w,34.0,arrowright,Ebbinghaus,-1.35,-0.09684,2001694.0
gf04fuxx3w,35.0,arrowright,Ebbinghaus,-1.35,-0.3383,2003089.0
gf04fuxx3w,36.0,arrowleft,Ebbinghaus,1.35,0.09684,2004525.0
gf04fuxx3w,37.0,arrowright,Ebbinghaus,-0.45,-0.5,2006006.0
gf04fuxx3w,38.0,arrowright,Ebbinghaus,-1.05,-0.20566,2007307.0
gf04fuxx3w,39.0,arrowleft,Ebbinghaus,0.15,0.20566,2008561.0
gf04fuxx3w,40.0,arrowleft,Ebbinghaus,0.45,0.3383,2010186.0
gf04fuxx3w,41.0,arrowright,Ebbinghaus,-0.45,-0.20566,2011526.0
gf04fuxx3w,42.0,arrowright,Ebbinghaus,-1.35,-0.20566,2012803.0
gf04fuxx3w,43.0,arrowright,Ebbinghaus,0.45,-0.20566,2014087.0
gf04fuxx3w,44.0,arrowleft,Ebbinghaus,1.05,0.5,2015971.0
gf04fuxx3w,45.0,arrowright,Ebbinghaus,1.05,-0.09684,2017301.0
gf04fuxx3w,46.0,arrowleft,Ebbinghaus,-0.15,0.09684,2018926.0
gf04fuxx3w,47.0,arrowleft,Ebbinghaus,0.45,0.09684,2020628.0
gf04fuxx3w,48.0,arrowleft,Ebbinghaus,-0.45,0.09684,2022490.0
gf04fuxx3w,49.0,arrowright,Ebbinghaus,0.45,-0.3383,2023866.0
gf04fuxx3w,50.0,arrowleft,Ebbinghaus,1.35,0.20566,2026150.0
gf04fuxx3w,51.0,arrowright,Ebbinghaus,1.05,-0.3383,2028059.0
gf04fuxx3w,52.0,arrowleft,Ebbinghaus,-0.75,0.5,2029869.0
gf04fuxx3w,53.0,arrowleft,Ebbinghaus,0.15,0.3383,2031281.0
gf04fuxx3w,54.0,arrowleft,Ebbinghaus,1.05,0.09684,2032790.0
gf04fuxx3w,55.0,arrowleft,Ebbinghaus,-0.15,0.3383,2034326.0
gf04fuxx3w,56.0,arrowright,Ebbinghaus,0.15,-0.20566,2035956.0
gf04fuxx3w,57.0,arrowleft,Ebbinghaus,1.35,0.5,2037611.0
gf04fuxx3w,58.0,arrowright,Ebbinghaus,-0.15,-0.20566,2039335.0
gf04fuxx3w,59.0,arrowleft,Ebbinghaus,0.45,0.20566,2040983.0
gf04fuxx3w,60.0,arrowleft,Ebbinghaus,-0.45,0.3383,2042532.0
gf04fuxx3w,61.0,arrowright,Ebbinghaus,-0.45,-0.3383,2043801.0
gf04fuxx3w,62.0,arrowright,Ebbinghaus,0.15,-0.5,2045387.0
gf04fuxx3w,63.0,arrowright,Ebbinghaus,0.45,-0.09684,2046824.0
gf04fuxx3w,64.0,arrowright,Ebbinghaus,-1.05,-0.5,2048339.0
gf04fuxx3w,65.0,arrowright,Ebbinghaus,0.75,-0.09684,2049577.0
gf04fuxx3w,66.0,arrowleft,Ebbinghaus,0.75,0.20566,2050931.0
gf04fuxx3w,67.0,arrowright,Ebbinghaus,-0.15,-0.09684,2052596.0
gf04fuxx3w,68.0,arrowright,Ebbinghaus,0.75,-0.3383,2054341.0
gf04fuxx3w,69.0,arrowleft,Ebbinghaus,-1.35,0.09684,2055631.0
gf04fuxx3w,70.0,arrowright,Ebbinghaus,0.75,-0.5,2057360.0
gf04fuxx3w,71.0,arrowleft,Ebbinghaus,-1.05,0.3383,2058790.0
gf04fuxx3w,72.0,arrowleft,Ebbinghaus,0.75,0.3383,2060285.0
gf04fuxx3w,73.0,arrowleft,Ebbinghaus,-0.15,0.20566,2061823.0
gf04fuxx3w,74.0,arrowright,Ebbinghaus,0.15,-0.3383,2063003.0
gf04fuxx3w,75.0,arrowright,Ebbinghaus,-0.45,-0.09684,2064670.0
gf04fuxx3w,76.0,arrowright,Ebbinghaus,-1.05,-0.09684,2066186.0
gf04fuxx3w,77.0,arrowleft,Ebbinghaus,-1.05,0.09684,2067715.0
gf04fuxx3w,78.0,arrowleft,Ebbinghaus,-1.35,0.20566,2069303.0
gf04fuxx3w,79.0,arrowleft,Ebbinghaus,1.35,0.3383,2070441.0
gf04fuxx3w,80.0,arrowright,Ebbinghaus,0.45,-0.5,2071809.0
gf04fuxx3w,1.0,arrowleft,VerticalHorizontal,4.5,0.3,2137777.0
gf04fuxx3w,2.0,arrowright,VerticalHorizontal,-22.5,-0.3,2139365.0
gf04fuxx3w,3.0,arrowleft,VerticalHorizontal,-4.5,0.20298,2140631.0
gf04fuxx3w,4.0,arrowright,VerticalHorizontal,4.5,-0.12339,2141890.0
gf04fuxx3w,5.0,arrowright,VerticalHorizontal,31.5,-0.20298,2143540.0
gf04fuxx3w,6.0,arrowleft,VerticalHorizontal,-40.5,0.3,2145008.0
gf04fuxx3w,7.0,arrowleft,VerticalHorizontal,40.5,0.0581,2146590.0
gf04fuxx3w,8.0,arrowleft,VerticalHorizontal,-13.5,0.0581,2148595.0
gf04fuxx3w,9.0,arrowleft,VerticalHorizontal,-13.5,0.12339,2150364.0
gf04fuxx3w,10.0,arrowleft,VerticalHorizontal,-31.5,0.3,2151900.0
gf04fuxx3w,11.0,arrowleft,VerticalHorizontal,31.5,0.0581,2153391.0
gf04fuxx3w,12.0,arrowright,VerticalHorizontal,31.5,-0.0581,2154669.0
gf04fuxx3w,13.0,arrowright,VerticalHorizontal,40.5,-0.0581,2155901.0
gf04fuxx3w,14.0,arrowleft,VerticalHorizontal,31.5,0.3,2157147.0
gf04fuxx3w,15.0,arrowright,VerticalHorizontal,4.5,-0.3,2159084.0
gf04fuxx3w,16.0,arrowright,VerticalHorizontal,-31.5,-0.12339,2160894.0
gf04fuxx3w,17.0,arrowleft,VerticalHorizontal,13.5,0.0581,2162120.0
gf04fuxx3w,18.0,arrowleft,VerticalHorizontal,-4.5,0.0581,2163925.0
gf04fuxx3w,19.0,arrowright,VerticalHorizontal,22.5,-0.0581,2165674.0
gf04fuxx3w,20.0,arrowright,VerticalHorizontal,-13.5,-0.12339,2167315.0
gf04fuxx3w,21.0,arrowleft,VerticalHorizontal,-22.5,0.12339,2169306.0
gf04fuxx3w,22.0,arrowleft,VerticalHorizontal,4.5,0.0581,2171155.0
gf04fuxx3w,23.0,arrowleft,VerticalHorizontal,-13.5,0.20298,2173233.0
gf04fuxx3w,24.0,arrowleft,VerticalHorizontal,13.5,0.20298,2174761.0
gf04fuxx3w,25.0,arrowleft,VerticalHorizontal,13.5,0.3,2176825.0
gf04fuxx3w,26.0,arrowright,VerticalHorizontal,31.5,-0.3,2178295.0
gf04fuxx3w,27.0,arrowright,VerticalHorizontal,13.5,-0.12339,2179905.0
gf04fuxx3w,28.0,arrowleft,VerticalHorizontal,4.5,0.12339,2181705.0
gf04fuxx3w,29.0,arrowright,VerticalHorizontal,31.5,-0.12339,2183023.0
gf04fuxx3w,30.0,arrowright,VerticalHorizontal,-13.5,-0.0581,2184719.0
gf04fuxx3w,31.0,arrowleft,VerticalHorizontal,22.5,0.0581,2186334.0
gf04fuxx3w,32.0,arrowleft,VerticalHorizontal,-31.5,0.12339,2187589.0
gf04fuxx3w,33.0,arrowleft,VerticalHorizontal,40.5,0.20298,2188794.0
gf04fuxx3w,34.0,arrowright,VerticalHorizontal,-40.5,-0.0581,2190814.0
gf04fuxx3w,35.0,arrowleft,VerticalHorizontal,-40.5,0.20298,2192852.0
gf04fuxx3w,36.0,arrowleft,VerticalHorizontal,-31.5,0.0581,2194247.0
gf04fuxx3w,37.0,arrowleft,VerticalHorizontal,13.5,0.12339,2195666.0
gf04fuxx3w,38.0,arrowright,VerticalHorizontal,4.5,-0.20298,2197347.0
gf04fuxx3w,39.0,arrowright,VerticalHorizontal,-4.5,-0.20298,2199044.0
gf04fuxx3w,40.0,arrowright,VerticalHorizontal,-40.5,-0.3,2200545.0
gf04fuxx3w,41.0,arrowleft,VerticalHorizontal,-13.5,0.3,2201866.0
gf04fuxx3w,42.0,arrowleft,VerticalHorizontal,-4.5,0.3,2203354.0
gf04fuxx3w,43.0,arrowright,VerticalHorizontal,-13.5,-0.20298,2204954.0
gf04fuxx3w,44.0,arrowleft,VerticalHorizontal,-22.5,0.3,2206418.0
gf04fuxx3w,45.0,arrowright,VerticalHorizontal,-40.5,-0.20298,2208005.0
gf04fuxx3w,46.0,arrowleft,VerticalHorizontal,-4.5,0.12339,2209482.0
gf04fuxx3w,47.0,arrowleft,VerticalHorizontal,4.5,0.20298,2211361.0
gf04fuxx3w,48.0,arrowright,VerticalHorizontal,40.5,-0.3,2212918.0
gf04fuxx3w,49.0,arrowright,VerticalHorizontal,40.5,-0.12339,2214625.0
gf04fuxx3w,50.0,arrowright,VerticalHorizontal,-22.5,-0.20298,2216149.0
gf04fuxx3w,51.0,arrowright,VerticalHorizontal,22.5,-0.20298,2217712.0
gf04fuxx3w,52.0,arrowleft,VerticalHorizontal,-31.5,0.20298,2219280.0
gf04fuxx3w,53.0,arrowleft,VerticalHorizontal,-40.5,0.0581,2220801.0
gf04fuxx3w,54.0,arrowleft,VerticalHorizontal,-22.5,0.0581,2221856.0
gf04fuxx3w,55.0,arrowright,VerticalHorizontal,13.5,-0.20298,2223383.0
gf04fuxx3w,56.0,arrowleft,VerticalHorizontal,31.5,0.20298,2224878.0
gf04fuxx3w,57.0,arrowright,VerticalHorizontal,4.5,-0.0581,2226615.0
gf04fuxx3w,58.0,arrowright,VerticalHorizontal,40.5,-0.20298,2228411.0
gf04fuxx3w,59.0,arrowleft,VerticalHorizontal,40.5,0.3,2230401.0
gf04fuxx3w,60.0,arrowleft,VerticalHorizontal,-40.5,0.12339,2231757.0
gf04fuxx3w,61.0,arrowright,VerticalHorizontal,-13.5,-0.3,2233555.0
gf04fuxx3w,62.0,arrowleft,VerticalHorizontal,22.5,0.3,2234973.0
gf04fuxx3w,63.0,arrowleft,VerticalHorizontal,22.5,0.20298,2236418.0
gf04fuxx3w,64.0,arrowright,VerticalHorizontal,-40.5,-0.12339,2237868.0
gf04fuxx3w,65.0,arrowright,VerticalHorizontal,-22.5,-0.12339,2239200.0
gf04fuxx3w,66.0,arrowleft,VerticalHorizontal,-22.5,0.20298,2240654.0
gf04fuxx3w,67.0,arrowright,VerticalHorizontal,-4.5,-0.0581,2242002.0
gf04fuxx3w,68.0,arrowright,VerticalHorizontal,-22.5,-0.0581,2243684.0
gf04fuxx3w,69.0,arrowright,VerticalHorizontal,-4.5,-0.3,2245339.0
gf04fuxx3w,70.0,arrowleft,VerticalHorizontal,22.5,0.12339,2246515.0
gf04fuxx3w,71.0,arrowright,VerticalHorizontal,13.5,-0.3,2247713.0
gf04fuxx3w,72.0,arrowright,VerticalHorizontal,13.5,-0.0581,2249232.0
gf04fuxx3w,73.0,arrowright,VerticalHorizontal,-31.5,-0.20298,2250591.0
gf04fuxx3w,74.0,arrowright,VerticalHorizontal,-4.5,-0.12339,2251799.0
gf04fuxx3w,75.0,arrowright,VerticalHorizontal,22.5,-0.12339,2253370.0
gf04fuxx3w,76.0,arrowleft,VerticalHorizontal,40.5,0.12339,2254940.0
gf04fuxx3w,77.0,arrowright,VerticalHorizontal,-31.5,-0.3,2256406.0
gf04fuxx3w,78.0,arrowleft,VerticalHorizontal,31.5,0.12339,2257847.0
gf04fuxx3w,79.0,arrowright,VerticalHorizontal,22.5,-0.3,2259546.0
gf04fuxx3w,80.0,arrowright,VerticalHorizontal,-31.5,-0.0581,2260893.0
gf04fuxx3w,1.0,arrowdown,MullerLyer,-30.0,-0.24183,2440669.0
gf04fuxx3w,2.0,arrowup,MullerLyer,18.0,0.37364,2442329.0
gf04fuxx3w,3.0,arrowdown,MullerLyer,-12.0,-0.24183,2444124.0
gf04fuxx3w,4.0,arrowup,MullerLyer,-30.0,0.1337,2445417.0
gf04fuxx3w,5.0,arrowup,MullerLyer,-24.0,0.045,2446646.0
gf04fuxx3w,6.0,arrowup,MullerLyer,18.0,0.24183,2448022.0
gf04fuxx3w,7.0,arrowdown,MullerLyer,30.0,-0.37364,2449633.0
gf04fuxx3w,8.0,arrowup,MullerLyer,12.0,0.1337,2452195.0
gf04fuxx3w,9.0,arrowdown,MullerLyer,-30.0,-0.045,2453672.0
gf04fuxx3w,10.0,arrowup,MullerLyer,-6.0,0.37364,2455873.0
gf04fuxx3w,11.0,arrowdown,MullerLyer,-12.0,-0.1337,2457188.0
gf04fuxx3w,12.0,arrowdown,MullerLyer,-12.0,-0.045,2458910.0
gf04fuxx3w,13.0,arrowup,MullerLyer,24.0,0.1337,2460430.0
gf04fuxx3w,14.0,arrowdown,MullerLyer,-24.0,-0.24183,2461826.0
gf04fuxx3w,15.0,arrowup,MullerLyer,24.0,0.045,2463101.0
gf04fuxx3w,16.0,arrowup,MullerLyer,24.0,0.37364,2464338.0
gf04fuxx3w,17.0,arrowdown,MullerLyer,30.0,-0.24183,2466015.0
gf04fuxx3w,18.0,arrowdown,MullerLyer,-30.0,-0.37364,2467305.0
gf04fuxx3w,19.0,arrowdown,MullerLyer,12.0,-0.37364,2468726.0
gf04fuxx3w,20.0,arrowup,MullerLyer,30.0,0.045,2470350.0
gf04fuxx3w,21.0,arrowup,MullerLyer,-18.0,0.1337,2471850.0
gf04fuxx3w,22.0,arrowdown,MullerLyer,24.0,-0.045,2473504.0
gf04fuxx3w,23.0,arrowdown,MullerLyer,-18.0,-0.1337,2474841.0
gf04fuxx3w,24.0,arrowdown,MullerLyer,-24.0,-0.1337,2476424.0
gf04fuxx3w,25.0,arrowdown,MullerLyer,-30.0,-0.1337,2477463.0
gf04fuxx3w,26.0,arrowdown,MullerLyer,-18.0,-0.37364,2478987.0
gf04fuxx3w,27.0,arrowdown,MullerLyer,12.0,-0.24183,2480500.0
gf04fuxx3w,28.0,arrowup,MullerLyer,-12.0,0.045,2482063.0
gf04fuxx3w,29.0,arrowup,MullerLyer,-24.0,0.24183,2483658.0
gf04fuxx3w,30.0,arrowdown,MullerLyer,18.0,-0.045,2484956.0
gf04fuxx3w,31.0,arrowdown,MullerLyer,18.0,-0.37364,2486630.0
gf04fuxx3w,32.0,arrowup,MullerLyer,24.0,0.24183,2487883.0
gf04fuxx3w,33.0,arrowup,MullerLyer,-18.0,0.045,2489243.0
gf04fuxx3w,34.0,arrowup,MullerLyer,18.0,0.045,2490891.0
gf04fuxx3w,35.0,arrowdown,MullerLyer,-24.0,-0.045,2492617.0
gf04fuxx3w,36.0,arrowdown,MullerLyer,-24.0,-0.37364,2493879.0
gf04fuxx3w,37.0,arrowup,MullerLyer,-18.0,0.37364,2495279.0
gf04fuxx3w,38.0,arrowdown,MullerLyer,-12.0,-0.37364,2497110.0
gf04fuxx3w,39.0,arrowup,MullerLyer,-24.0,0.1337,2498760.0
gf04fuxx3w,40.0,arrowup,MullerLyer,-6.0,0.045,2500299.0
gf04fuxx3w,41.0,arrowup,MullerLyer,-24.0,0.37364,2502087.0
gf04fuxx3w,42.0,arrowup,MullerLyer,-18.0,0.24183,2503745.0
gf04fuxx3w,43.0,arrowup,MullerLyer,18.0,0.1337,2504958.0
gf04fuxx3w,44.0,arrowup,MullerLyer,-6.0,0.24183,2506750.0
gf04fuxx3w,45.0,arrowdown,MullerLyer,12.0,-0.1337,2507969.0
gf04fuxx3w,46.0,arrowup,MullerLyer,-12.0,0.1337,2509748.0
gf04fuxx3w,47.0,arrowup,MullerLyer,6.0,0.045,2511285.0
gf04fuxx3w,48.0,arrowdown,MullerLyer,24.0,-0.1337,2512771.0
gf04fuxx3w,49.0,arrowdown,MullerLyer,-6.0,-0.045,2514446.0
gf04fuxx3w,50.0,arrowdown,MullerLyer,24.0,-0.37364,2515723.0
gf04fuxx3w,51.0,arrowup,MullerLyer,30.0,0.37364,2517371.0
gf04fuxx3w,52.0,arrowdown,MullerLyer,-6.0,-0.1337,2519585.0
gf04fuxx3w,53.0,arrowup,MullerLyer,6.0,0.37364,2520972.0
gf04fuxx3w,54.0,arrowdown,MullerLyer,18.0,-0.1337,2522240.0
gf04fuxx3w,55.0,arrowdown,MullerLyer,-18.0,-0.24183,2524205.0
gf04fuxx3w,56.0,arrowup,MullerLyer,12.0,0.37364,2525456.0
gf04fuxx3w,57.0,arrowup,MullerLyer,30.0,0.1337,2527006.0
gf04fuxx3w,58.0,arrowdown,MullerLyer,-18.0,-0.045,2528500.0
gf04fuxx3w,59.0,arrowdown,MullerLyer,18.0,-0.24183,2529802.0
gf04fuxx3w,60.0,arrowdown,MullerLyer,12.0,-0.045,2531555.0
gf04fuxx3w,61.0,arrowup,MullerLyer,30.0,0.24183,2533485.0
gf04fuxx3w,62.0,arrowup,MullerLyer,-12.0,0.37364,2534931.0
gf04fuxx3w,63.0,arrowdown,MullerLyer,-6.0,-0.37364,2536453.0
gf04fuxx3w,64.0,arrowdown,MullerLyer,6.0,-0.37364,2537695.0
gf04fuxx3w,65.0,arrowdown,MullerLyer,-6.0,-0.24183,2538974.0
gf04fuxx3w,66.0,arrowup,MullerLyer,-30.0,0.045,2540335.0
gf04fuxx3w,67.0,arrowup,MullerLyer,-12.0,0.24183,2541754.0
gf04fuxx3w,68.0,arrowup,MullerLyer,-30.0,0.37364,2543311.0
gf04fuxx3w,69.0,arrowup,MullerLyer,6.0,0.1337,2544827.0
gf04fuxx3w,70.0,arrowdown,MullerLyer,6.0,-0.045,2546457.0
gf04fuxx3w,71.0,arrowup,MullerLyer,-6.0,0.1337,2548273.0
gf04fuxx3w,72.0,arrowdown,MullerLyer,6.0,-0.24183,2549951.0
gf04fuxx3w,73.0,arrowup,MullerLyer,-30.0,0.24183,2551216.0
gf04fuxx3w,74.0,arrowdown,MullerLyer,6.0,-0.1337,2552877.0
gf04fuxx3w,75.0,arrowup,MullerLyer,12.0,0.24183,2554753.0
gf04fuxx3w,76.0,arrowdown,MullerLyer,24.0,-0.24183,2556608.0
gf04fuxx3w,77.0,arrowdown,MullerLyer,30.0,-0.1337,2558783.0
gf04fuxx3w,78.0,arrowup,MullerLyer,12.0,0.045,2560428.0
gf04fuxx3w,79.0,arrowdown,MullerLyer,30.0,-0.045,2562090.0
gf04fuxx3w,80.0,arrowup,MullerLyer,6.0,0.24183,2563636.0
gf04fuxx3w,1.0,arrowleft,Ebbinghaus,-1.2,0.2687,2572922.0
gf04fuxx3w,2.0,arrowleft,Ebbinghaus,-1.5,0.05,2574273.0
gf04fuxx3w,3.0,arrowright,Ebbinghaus,-0.6,-0.2687,2575633.0
gf04fuxx3w,4.0,arrowright,Ebbinghaus,1.2,-0.05,2577146.0
gf04fuxx3w,5.0,arrowleft,Ebbinghaus,1.5,0.2687,2578876.0
gf04fuxx3w,6.0,arrowright,Ebbinghaus,1.5,-0.41515,2580851.0
gf04fuxx3w,7.0,arrowright,Ebbinghaus,0.9,-0.05,2583535.0
gf04fuxx3w,8.0,arrowleft,Ebbinghaus,-0.6,0.14856,2585884.0
gf04fuxx3w,9.0,arrowleft,Ebbinghaus,1.5,0.14856,2587239.0
gf04fuxx3w,10.0,arrowright,Ebbinghaus,-1.5,-0.41515,2588665.0
gf04fuxx3w,11.0,arrowleft,Ebbinghaus,-0.9,0.41515,2590020.0
gf04fuxx3w,12.0,arrowleft,Ebbinghaus,-0.6,0.41515,2591388.0
gf04fuxx3w,13.0,arrowright,Ebbinghaus,-0.3,-0.41515,2592577.0
gf04fuxx3w,14.0,arrowright,Ebbinghaus,-0.9,-0.41515,2593797.0
gf04fuxx3w,15.0,arrowleft,Ebbinghaus,-1.2,0.41515,2595338.0
gf04fuxx3w,16.0,arrowright,Ebbinghaus,-0.6,-0.41515,2596758.0
gf04fuxx3w,17.0,arrowleft,Ebbinghaus,-0.9,0.05,2598347.0
gf04fuxx3w,18.0,arrowright,Ebbinghaus,-1.2,-0.05,2599748.0
gf04fuxx3w,19.0,arrowleft,Ebbinghaus,0.9,0.2687,2601464.0
gf04fuxx3w,20.0,arrowright,Ebbinghaus,-0.3,-0.05,2603246.0
gf04fuxx3w,21.0,arrowleft,Ebbinghaus,1.5,0.05,2605246.0
gf04fuxx3w,22.0,arrowleft,Ebbinghaus,-1.5,0.2687,2606986.0
gf04fuxx3w,23.0,arrowleft,Ebbinghaus,-0.6,0.2687,2608301.0
gf04fuxx3w,24.0,arrowleft,Ebbinghaus,0.6,0.05,2609642.0
gf04fuxx3w,25.0,arrowleft,Ebbinghaus,0.3,0.41515,2611331.0
gf04fuxx3w,26.0,arrowright,Ebbinghaus,-0.6,-0.05,2612517.0
gf04fuxx3w,27.0,arrowright,Ebbinghaus,0.6,-0.14856,2614109.0
gf04fuxx3w,28.0,arrowleft,Ebbinghaus,-0.6,0.05,2615636.0
gf04fuxx3w,29.0,arrowright,Ebbinghaus,1.5,-0.2687,2617206.0
gf04fuxx3w,30.0,arrowleft,Ebbinghaus,-1.5,0.41515,2618899.0
gf04fuxx3w,31.0,arrowright,Ebbinghaus,-1.2,-0.41515,2620517.0
gf04fuxx3w,32.0,arrowright,Ebbinghaus,0.6,-0.41515,2622015.0
gf04fuxx3w,33.0,arrowleft,Ebbinghaus,-0.3,0.41515,2624088.0
gf04fuxx3w,34.0,arrowright,Ebbinghaus,1.5,-0.05,2625415.0
gf04fuxx3w,35.0,arrowleft,Ebbinghaus,1.2,0.41515,2626766.0
gf04fuxx3w,36.0,arrowleft,Ebbinghaus,0.3,0.14856,2628287.0
gf04fuxx3w,37.0,arrowleft,Ebbinghaus,1.2,0.05,2629660.0
gf04fuxx3w,38.0,arrowleft,Ebbinghaus,0.6,0.2687,2631491.0
gf04fuxx3w,39.0,arrowright,Ebbinghaus,0.3,-0.05,2633041.0
gf04fuxx3w,40.0,arrowleft,Ebbinghaus,-1.5,0.14856,2634732.0
gf04fuxx3w,41.0,arrowleft,Ebbinghaus,-0.3,0.14856,2636132.0
