Participant,Trial,Correct_Response,Illusion_Type,Illusion_Strength,Illusion_Difference,isi
6n6ab83d1c,57.0,arrowup,MullerLyer,30.0,0.045,9728860.0
6n6ab83d1c,58.0,arrowdown,MullerLyer,24.0,-0.37364,9730183.0
6n6ab83d1c,59.0,arrowdown,MullerLyer,30.0,-0.1337,9732105.0
6n6ab83d1c,60.0,arrowup,MullerLyer,-6.0,0.24183,9733557.0
6n6ab83d1c,61.0,arrowdown,MullerLyer,-24.0,-0.045,9734797.0
6n6ab83d1c,62.0,arrowdown,MullerLyer,12.0,-0.37364,9736873.0
6n6ab83d1c,63.0,arrowdown,MullerLyer,12.0,-0.24183,9738713.0
6n6ab83d1c,64.0,arrowdown,MullerLyer,12.0,-0.1337,9740782.0
6n6ab83d1c,65.0,arrowdown,MullerLyer,-12.0,-0.045,9742643.0
6n6ab83d1c,66.0,arrowup,MullerLyer,12.0,0.045,9744358.0
6n6ab83d1c,67.0,arrowdown,MullerLyer,24.0,-0.24183,9747351.0
6n6ab83d1c,68.0,arrowdown,MullerLyer,-18.0,-0.1337,9748930.0
6n6ab83d1c,69.0,arrowup,MullerLyer,-18.0,0.24183,9750449.0
6n6ab83d1c,70.0,arrowdown,MullerLyer,6.0,-0.24183,9751767.0
6n6ab83d1c,71.0,arrowdown,MullerLyer,30.0,-0.24183,9754063.0
6n6ab83d1c,72.0,arrowdown,MullerLyer,30.0,-0.37364,9755803.0
6n6ab83d1c,73.0,arrowup,MullerLyer,24.0,0.045,9758222.0
6n6ab83d1c,74.0,arrowup,MullerLyer,-30.0,0.045,9760218.0
6n6ab83d1c,75.0,arrowup,MullerLyer,-6.0,0.045,9761568.0
6n6ab83d1c,76.0,arrowup,MullerLyer,-24.0,0.045,9763040.0
6n6ab83d1c,77.0,arrowup,MullerLyer,-12.0,0.1337,9764848.0
6n6ab83d1c,78.0,arrowdown,MullerLyer,6.0,-0.1337,9766525.0
6n6ab83d1c,79.0,arrowup,MullerLyer,-12.0,0.045,9768709.0
6n6ab83d1c,80.0,arrowdown,MullerLyer,-24.0,-0.24183,9770182.0
6n6ab83d1c,1.0,arrowleft,Ebbinghaus,1.2,0.2687,9841829.0
6n6ab83d1c,2.0,arrowright,Ebbinghaus,-0.6,-0.2687,9843408.0
6n6ab83d1c,3.0,arrowright,Ebbinghaus,-1.5,-0.41515,9845570.0
6n6ab83d1c,4.0,arrowleft,Ebbinghaus,-1.5,0.05,9848613.0
6n6ab83d1c,5.0,arrowright,Ebbinghaus,-0.9,-0.2687,9850641.0
6n6ab83d1c,6.0,arrowleft,Ebbinghaus,-1.5,0.41515,9852048.0
6n6ab83d1c,7.0,arrowright,Ebbinghaus,0.6,-0.14856,9853810.0
6n6ab83d1c,8.0,arrowright,Ebbinghaus,-1.5,-0.05,9855953.0
6n6ab83d1c,9.0,arrowright,Ebbinghaus,0.6,-0.41515,9857941.0
6n6ab83d1c,10.0,arrowleft,Ebbinghaus,0.9,0.05,9859431.0
6n6ab83d1c,11.0,arrowright,Ebbinghaus,0.9,-0.41515,9861072.0
6n6ab83d1c,12.0,arrowleft,Ebbinghaus,-1.2,0.2687,9863015.0
6n6ab83d1c,13.0,arrowright,Ebbinghaus,0.9,-0.05,9864586.0
6n6ab83d1c,14.0,arrowleft,Ebbinghaus,0.6,0.05,9866969.0
6n6ab83d1c,15.0,arrowright,Ebbinghaus,-1.2,-0.41515,9870714.0
6n6ab83d1c,16.0,arrowright,Ebbinghaus,-1.5,-0.14856,9872439.0
6n6ab83d1c,17.0,arrowleft,Ebbinghaus,1.2,0.41515,9874366.0
6n6ab83d1c,18.0,arrowright,Ebbinghaus,-0.3,-0.2687,9876139.0
6n6ab83d1c,19.0,arrowleft,Ebbinghaus,0.3,0.05,9878204.0
6n6ab83d1c,20.0,arrowright,Ebbinghaus,-0.6,-0.05,9880678.0
6n6ab83d1c,21.0,arrowright,Ebbinghaus,-1.2,-0.2687,9882410.0
6n6ab83d1c,22.0,arrowleft,Ebbinghaus,-0.3,0.2687,9884040.0
6n6ab83d1c,23.0,arrowleft,Ebbinghaus,0.9,0.41515,9885611.0
6n6ab83d1c,24.0,arrowleft,Ebbinghaus,-1.5,0.2687,9887336.0
6n6ab83d1c,25.0,arrowleft,Ebbinghaus,1.5,0.05,9889339.0
6n6ab83d1c,26.0,arrowright,Ebbinghaus,1.2,-0.05,9891010.0
6n6ab83d1c,27.0,arrowright,Ebbinghaus,1.2,-0.41515,9893264.0
6n6ab83d1c,28.0,arrowleft,Ebbinghaus,1.2,0.14856,9894424.0
6n6ab83d1c,29.0,arrowright,Ebbinghaus,-0.9,-0.14856,9895834.0
6n6ab83d1c,30.0,arrowright,Ebbinghaus,-0.3,-0.14856,9897217.0
6n6ab83d1c,31.0,arrowright,Ebbinghaus,1.5,-0.05,9898940.0
6n6ab83d1c,32.0,arrowleft,Ebbinghaus,0.6,0.2687,9902162.0
6n6ab83d1c,33.0,arrowright,Ebbinghaus,-1.5,-0.2687,9904037.0
6n6ab83d1c,34.0,arrowleft,Ebbinghaus,1.5,0.14856,9905522.0
6n6ab83d1c,35.0,arrowleft,Ebbinghaus,-0.9,0.05,9910253.0
6n6ab83d1c,36.0,arrowright,Ebbinghaus,0.3,-0.14856,9912170.0
6n6ab83d1c,37.0,arrowright,Ebbinghaus,-0.3,-0.05,9914502.0
6n6ab83d1c,38.0,arrowleft,Ebbinghaus,-0.9,0.14856,9916484.0
6n6ab83d1c,39.0,arrowright,Ebbinghaus,0.9,-0.14856,9918416.0
6n6ab83d1c,40.0,arrowleft,Ebbinghaus,1.2,0.05,9920686.0
6n6ab83d1c,41.0,arrowright,Ebbinghaus,0.6,-0.05,9922272.0
6n6ab83d1c,42.0,arrowright,Ebbinghaus,0.3,-0.41515,9924679.0
6n6ab83d1c,43.0,arrowright,Ebbinghaus,1.5,-0.41515,9926084.0
6n6ab83d1c,44.0,arrowleft,Ebbinghaus,-0.9,0.41515,9927475.0
6n6ab83d1c,45.0,arrowleft,Ebbinghaus,0.9,0.14856,9929388.0
6n6ab83d1c,46.0,arrowright,Ebbinghaus,-0.3,-0.41515,9934108.0
6n6ab83d1c,47.0,arrowleft,Ebbinghaus,-1.2,0.05,9935698.0
6n6ab83d1c,48.0,arrowleft,Ebbinghaus,-0.6,0.14856,9937667.0
6n6ab83d1c,49.0,arrowleft,Ebbinghaus,0.9,0.2687,9939545.0
6n6ab83d1c,50.0,arrowright,Ebbinghaus,1.2,-0.2687,9941474.0
6n6ab83d1c,51.0,arrowleft,Ebbinghaus,0.6,0.41515,9943895.0
6n6ab83d1c,52.0,arrowright,Ebbinghaus,-0.6,-0.14856,9945432.0
6n6ab83d1c,53.0,arrowleft,Ebbinghaus,1.5,0.41515,9947036.0
6n6ab83d1c,54.0,arrowright,Ebbinghaus,-0.6,-0.41515,9948466.0
6n6ab83d1c,55.0,arrowright,Ebbinghaus,0.3,-0.2687,9950298.0
6n6ab83d1c,56.0,arrowright,Ebbinghaus,1.5,-0.2687,9951863.0
6n6ab83d1c,57.0,arrowright,Ebbinghaus,-0.9,-0.05,9954033.0
6n6ab83d1c,58.0,arrowleft,Ebbinghaus,0.3,0.41515,9956109.0
6n6ab83d1c,59.0,arrowleft,Ebbinghaus,0.3,0.2687,9957889.0
6n6ab83d1c,60.0,arrowright,Ebbinghaus,1.5,-0.14856,9959742.0
6n6ab83d1c,61.0,arrowright,Ebbinghaus,1.2,-0.14856,9962450.0
6n6ab83d1c,62.0,arrowleft,Ebbinghaus,1.5,0.2687,9964353.0
6n6ab83d1c,63.0,arrowleft,Ebbinghaus,-0.9,0.2687,9965938.0
6n6ab83d1c,64.0,arrowleft,Ebbinghaus,-0.6,0.2687,9967690.0
6n6ab83d1c,65.0,arrowright,Ebbinghaus,-0.9,-0.41515,9969120.0
6n6ab83d1c,66.0,arrowleft,Ebbinghaus,-0.6,0.41515,9970643.0
6n6ab83d1c,67.0,arrowright,Ebbinghaus,0.6,-0.2687,9972331.0
6n6ab83d1c,68.0,arrowright,Ebbinghaus,-1.2,-0.14856,9974256.0
6n6ab83d1c,69.0,arrowleft,Ebbinghaus,-0.6,0.05,9975627.0
6n6ab83d1c,70.0,arrowright,Ebbinghaus,0.3,-0.05,9978530.0
6n6ab83d1c,71.0,arrowleft,Ebbinghaus,-1.5,0.14856,9980163.0
6n6ab83d1c,72.0,arrowleft,Ebbinghaus,-1.2,0.41515,9981789.0
6n6ab83d1c,73.0,arrowleft,Ebbinghaus,0.6,0.14856,9983217.0
6n6ab83d1c,74.0,arrowleft,Ebbinghaus,-1.2,0.14856,9986822.0
6n6ab83d1c,75.0,arrowleft,Ebbinghaus,-0.3,0.41515,9988532.0
6n6ab83d1c,76.0,arrowleft,Ebbinghaus,0.3,0.14856,9989895.0
6n6ab83d1c,77.0,arrowleft,Ebbinghaus,-0.3,0.14856,9992960.0
6n6ab83d1c,78.0,arrowright,Ebbinghaus,-1.2,-0.05,9996916.0
6n6ab83d1c,79.0,arrowleft,Ebbinghaus,-0.3,0.05,9998556.0
6n6ab83d1c,80.0,arrowright,Ebbinghaus,0.9,-0.2687,10001759.0
6n6ab83d1c,1.0,arrowleft,VerticalHorizontal,9.0,0.24909,10045145.0
6n6ab83d1c,2.0,arrowright,VerticalHorizontal,45.0,-0.24909,10047848.0
6n6ab83d1c,3.0,arrowleft,VerticalHorizontal,18.0,0.24909,10049498.0
6n6ab83d1c,4.0,arrowright,VerticalHorizontal,-36.0,-0.16122,10051181.0
6n6ab83d1c,5.0,arrowright,VerticalHorizontal,9.0,-0.24909,10052672.0
6n6ab83d1c,6.0,arrowleft,VerticalHorizontal,18.0,0.08913,10055019.0
6n6ab83d1c,7.0,arrowleft,VerticalHorizontal,-36.0,0.08913,10057036.0
6n6ab83d1c,8.0,arrowright,VerticalHorizontal,-27.0,-0.16122,10058696.0
6n6ab83d1c,9.0,arrowright,VerticalHorizontal,27.0,-0.08913,10060044.0
6n6ab83d1c,10.0,arrowleft,VerticalHorizontal,27.0,0.03,10062063.0
6n6ab83d1c,11.0,arrowleft,VerticalHorizontal,9.0,0.03,10063339.0
6n6ab83d1c,12.0,arrowleft,VerticalHorizontal,-45.0,0.08913,10065410.0
6n6ab83d1c,13.0,arrowright,VerticalHorizontal,-9.0,-0.03,10067026.0
6n6ab83d1c,14.0,arrowright,VerticalHorizontal,-18.0,-0.08913,10068813.0
6n6ab83d1c,15.0,arrowright,VerticalHorizontal,18.0,-0.24909,10072099.0
6n6ab83d1c,16.0,arrowright,VerticalHorizontal,-45.0,-0.08913,10074187.0
6n6ab83d1c,17.0,arrowleft,VerticalHorizontal,45.0,0.16122,10075880.0
6n6ab83d1c,18.0,arrowright,VerticalHorizontal,36.0,-0.24909,10077613.0
6n6ab83d1c,19.0,arrowright,VerticalHorizontal,-45.0,-0.24909,10080134.0
6n6ab83d1c,20.0,arrowleft,VerticalHorizontal,36.0,0.03,10081653.0
6n6ab83d1c,21.0,arrowleft,VerticalHorizontal,-27.0,0.24909,10083762.0
6n6ab83d1c,22.0,arrowright,VerticalHorizontal,-36.0,-0.03,10085133.0
6n6ab83d1c,23.0,arrowright,VerticalHorizontal,-45.0,-0.16122,10086406.0
6n6ab83d1c,24.0,arrowleft,VerticalHorizontal,-18.0,0.24909,10087885.0
6n6ab83d1c,25.0,arrowright,VerticalHorizontal,9.0,-0.03,10089392.0
6n6ab83d1c,26.0,arrowleft,VerticalHorizontal,27.0,0.16122,10091281.0
6n6ab83d1c,27.0,arrowright,VerticalHorizontal,-9.0,-0.16122,10092892.0
6n6ab83d1c,28.0,arrowright,VerticalHorizontal,27.0,-0.16122,10094104.0
6n6ab83d1c,29.0,arrowleft,VerticalHorizontal,-9.0,0.08913,10096154.0
6n6ab83d1c,30.0,arrowright,VerticalHorizontal,18.0,-0.08913,10097549.0
6n6ab83d1c,31.0,arrowleft,VerticalHorizontal,-18.0,0.16122,10100143.0
6n6ab83d1c,32.0,arrowright,VerticalHorizontal,-18.0,-0.16122,10101693.0
6n6ab83d1c,33.0,arrowleft,VerticalHorizontal,45.0,0.08913,10102962.0
6n6ab83d1c,34.0,arrowleft,VerticalHorizontal,-18.0,0.03,10104750.0
6n6ab83d1c,35.0,arrowleft,VerticalHorizontal,18.0,0.03,10106158.0
6n6ab83d1c,36.0,arrowright,VerticalHorizontal,-18.0,-0.03,10107996.0
6n6ab83d1c,37.0,arrowleft,VerticalHorizontal,-36.0,0.03,10109575.0
6n6ab83d1c,38.0,arrowright,VerticalHorizontal,-36.0,-0.24909,10110947.0
6n6ab83d1c,39.0,arrowright,VerticalHorizontal,-27.0,-0.24909,10112148.0
6n6ab83d1c,40.0,arrowleft,VerticalHorizontal,-27.0,0.03,10113333.0
6n6ab83d1c,41.0,arrowleft,VerticalHorizontal,45.0,0.24909,10114662.0
6n6ab83d1c,42.0,arrowleft,VerticalHorizontal,36.0,0.16122,10116609.0
6n6ab83d1c,43.0,arrowright,VerticalHorizontal,45.0,-0.03,10119113.0
6n6ab83d1c,44.0,arrowleft,VerticalHorizontal,-18.0,0.08913,10120545.0
6n6ab83d1c,45.0,arrowleft,VerticalHorizontal,-9.0,0.24909,10122255.0
6n6ab83d1c,46.0,arrowleft,VerticalHorizontal,-27.0,0.16122,10123515.0
6n6ab83d1c,47.0,arrowleft,VerticalHorizontal,36.0,0.08913,10124796.0
6n6ab83d1c,48.0,arrowleft,VerticalHorizontal,-9.0,0.03,10126168.0
6n6ab83d1c,49.0,arrowright,VerticalHorizontal,9.0,-0.16122,10128151.0
6n6ab83d1c,50.0,arrowleft,VerticalHorizontal,-36.0,0.24909,10129656.0
6n6ab83d1c,51.0,arrowleft,VerticalHorizontal,-45.0,0.24909,10131013.0
6n6ab83d1c,52.0,arrowleft,VerticalHorizontal,-45.0,0.03,10132161.0
6n6ab83d1c,53.0,arrowright,VerticalHorizontal,36.0,-0.08913,10133679.0
6n6ab83d1c,54.0,arrowleft,VerticalHorizontal,-27.0,0.08913,10135340.0
6n6ab83d1c,55.0,arrowright,VerticalHorizontal,-45.0,-0.03,10136468.0
6n6ab83d1c,56.0,arrowright,VerticalHorizontal,36.0,-0.16122,10138036.0
6n6ab83d1c,57.0,arrowleft,VerticalHorizontal,45.0,0.03,10139232.0
6n6ab83d1c,58.0,arrowleft,VerticalHorizontal,9.0,0.08913,10140432.0
6n6ab83d1c,59.0,arrowleft,VerticalHorizontal,9.0,0.16122,10141697.0
6n6ab83d1c,60.0,arrowright,VerticalHorizontal,45.0,-0.08913,10143091.0
6n6ab83d1c,61.0,arrowright,VerticalHorizontal,27.0,-0.24909,10145011.0
6n6ab83d1c,62.0,arrowright,VerticalHorizontal,36.0,-0.03,10146389.0
6n6ab83d1c,63.0,arrowright,VerticalHorizontal,18.0,-0.03,10148101.0
6n6ab83d1c,64.0,arrowright,VerticalHorizontal,45.0,-0.16122,10150075.0
6n6ab83d1c,65.0,arrowright,VerticalHorizontal,-36.0,-0.08913,10152109.0
6n6ab83d1c,66.0,arrowright,VerticalHorizontal,9.0,-0.08913,10153347.0
6n6ab83d1c,67.0,arrowleft,VerticalHorizontal,-36.0,0.16122,10157459.0
6n6ab83d1c,68.0,arrowright,VerticalHorizontal,18.0,-0.16122,10158571.0
6n6ab83d1c,69.0,arrowright,VerticalHorizontal,-27.0,-0.03,10160403.0
6n6ab83d1c,70.0,arrowright,VerticalHorizontal,-9.0,-0.24909,10161614.0
6n6ab83d1c,71.0,arrowleft,VerticalHorizontal,-9.0,0.16122,10162793.0
6n6ab83d1c,72.0,arrowright,VerticalHorizontal,-9.0,-0.08913,10164179.0
6n6ab83d1c,73.0,arrowleft,VerticalHorizontal,27.0,0.08913,10166663.0
6n6ab83d1c,74.0,arrowright,VerticalHorizontal,27.0,-0.03,10168203.0
6n6ab83d1c,75.0,arrowright,VerticalHorizontal,-27.0,-0.08913,10169831.0
6n6ab83d1c,76.0,arrowleft,VerticalHorizontal,36.0,0.24909,10171320.0
6n6ab83d1c,77.0,arrowright,VerticalHorizontal,-18.0,-0.24909,10172985.0
6n6ab83d1c,78.0,arrowleft,VerticalHorizontal,27.0,0.24909,10174196.0
6n6ab83d1c,79.0,arrowleft,VerticalHorizontal,18.0,0.16122,10175791.0
6n6ab83d1c,80.0,arrowleft,VerticalHorizontal,-45.0,0.16122,10177165.0
lxmnawcu9z,1.0,arrowright,Ebbinghaus,-0.15,-1.4,169360361.0
lxmnawcu9z,2.0,arrowright,Ebbinghaus,1.0,-1.4,169362860.0
lxmnawcu9z,3.0,arrowleft,Ebbinghaus,-0.15,1.4,169364653.0
lxmnawcu9z,4.0,arrowleft,Ebbinghaus,-1.0,1.4,169366446.0
lxmnawcu9z,5.0,arrowright,Ebbinghaus,0.15,-1.4,169368363.0
lxmnawcu9z,6.0,arrowleft,Ebbinghaus,0.15,1.4,169369905.0
lxmnawcu9z,7.0,arrowleft,Ebbinghaus,1.0,1.4,169371353.0
lxmnawcu9z,8.0,arrowright,Ebbinghaus,-1.0,-1.4,169373053.0
lxmnawcu9z,9.0,arrowup,MullerLyer,23.0,0.7,169396991.0
lxmnawcu9z,10.0,arrowup,MullerLyer,-23.0,0.7,169398778.0
lxmnawcu9z,11.0,arrowdown,MullerLyer,-23.0,-0.7,169400388.0
lxmnawcu9z,12.0,arrowup,MullerLyer,-3.0,0.7,169401712.0
lxmnawcu9z,13.0,arrowup,MullerLyer,3.0,0.7,169402937.0
lxmnawcu9z,14.0,arrowdown,MullerLyer,-3.0,-0.7,169404169.0
lxmnawcu9z,15.0,arrowdown,MullerLyer,3.0,-0.7,169405700.0
lxmnawcu9z,16.0,arrowdown,MullerLyer,23.0,-0.7,169407238.0
lxmnawcu9z,17.0,arrowleft,VerticalHorizontal,33.0,0.9,169432310.0
lxmnawcu9z,18.0,arrowright,VerticalHorizontal,33.0,-0.9,169433750.0
lxmnawcu9z,19.0,arrowleft,VerticalHorizontal,-33.0,0.9,169435211.0
lxmnawcu9z,20.0,arrowleft,VerticalHorizontal,4.5,0.9,169436475.0
lxmnawcu9z,21.0,arrowright,VerticalHorizontal,-4.5,-0.9,169437928.0
lxmnawcu9z,22.0,arrowright,VerticalHorizontal,-33.0,-0.9,169439176.0
lxmnawcu9z,23.0,arrowright,VerticalHorizontal,4.5,-0.9,169440537.0
lxmnawcu9z,24.0,arrowleft,VerticalHorizontal,-4.5,0.9,169442200.0
lxmnawcu9z,1.0,arrowup,MullerLyer,-15.0,0.18509,169480087.0
lxmnawcu9z,2.0,arrowdown,MullerLyer,-3.0,-0.45,169481777.0
lxmnawcu9z,3.0,arrowup,MullerLyer,15.0,0.30447,169483007.0
lxmnawcu9z,4.0,arrowdown,MullerLyer,3.0,-0.30447,169485158.0
lxmnawcu9z,5.0,arrowup,MullerLyer,-15.0,0.30447,169486698.0
lxmnawcu9z,6.0,arrowdown,MullerLyer,9.0,-0.08716,169487887.0
lxmnawcu9z,7.0,arrowup,MullerLyer,-21.0,0.08716,169490342.0
lxmnawcu9z,8.0,arrowdown,MullerLyer,15.0,-0.45,169491699.0
lxmnawcu9z,9.0,arrowdown,MullerLyer,-27.0,-0.45,169493012.0
lxmnawcu9z,10.0,arrowup,MullerLyer,-9.0,0.18509,169494481.0
lxmnawcu9z,11.0,arrowdown,MullerLyer,9.0,-0.45,169495890.0
lxmnawcu9z,12.0,arrowup,MullerLyer,-27.0,0.18509,169497239.0
lxmnawcu9z,13.0,arrowup,MullerLyer,27.0,0.18509,169498642.0
lxmnawcu9z,14.0,arrowdown,MullerLyer,27.0,-0.45,169499859.0
lxmnawcu9z,15.0,arrowdown,MullerLyer,15.0,-0.08716,169501826.0
lxmnawcu9z,16.0,arrowdown,MullerLyer,21.0,-0.18509,169503191.0
lxmnawcu9z,17.0,arrowup,MullerLyer,-3.0,0.45,169505213.0
lxmnawcu9z,18.0,arrowup,MullerLyer,-9.0,0.08716,169506787.0
lxmnawcu9z,19.0,arrowdown,MullerLyer,-21.0,-0.30447,169508066.0
lxmnawcu9z,20.0,arrowup,MullerLyer,27.0,0.45,169509586.0
lxmnawcu9z,21.0,arrowup,MullerLyer,21.0,0.08716,169511654.0
lxmnawcu9z,22.0,arrowup,MullerLyer,-21.0,0.30447,169513299.0
lxmnawcu9z,23.0,arrowdown,MullerLyer,-9.0,-0.18509,169514818.0
lxmnawcu9z,24.0,arrowup,MullerLyer,-27.0,0.08716,169516205.0
lxmnawcu9z,25.0,arrowup,MullerLyer,-3.0,0.08716,169517386.0
lxmnawcu9z,26.0,arrowup,MullerLyer,9.0,0.18509,169519266.0
lxmnawcu9z,27.0,arrowdown,MullerLyer,-3.0,-0.08716,169520657.0
lxmnawcu9z,28.0,arrowdown,MullerLyer,3.0,-0.45,169522147.0
lxmnawcu9z,29.0,arrowup,MullerLyer,15.0,0.08716,169523358.0
lxmnawcu9z,30.0,arrowdown,MullerLyer,21.0,-0.08716,169524835.0
lxmnawcu9z,31.0,arrowdown,MullerLyer,3.0,-0.18509,169525995.0
lxmnawcu9z,32.0,arrowup,MullerLyer,21.0,0.18509,169527546.0
lxmnawcu9z,33.0,arrowup,MullerLyer,-9.0,0.30447,169529180.0
lxmnawcu9z,34.0,arrowdown,MullerLyer,-27.0,-0.08716,169530813.0
lxmnawcu9z,35.0,arrowup,MullerLyer,-15.0,0.45,169532163.0
lxmnawcu9z,36.0,arrowup,MullerLyer,9.0,0.08716,169533644.0
lxmnawcu9z,37.0,arrowup,MullerLyer,3.0,0.18509,169534859.0
lxmnawcu9z,38.0,arrowup,MullerLyer,-3.0,0.18509,169536130.0
lxmnawcu9z,39.0,arrowup,MullerLyer,-21.0,0.18509,169537732.0
lxmnawcu9z,40.0,arrowup,MullerLyer,3.0,0.30447,169538949.0
lxmnawcu9z,41.0,arrowup,MullerLyer,-9.0,0.45,169540487.0
lxmnawcu9z,42.0,arrowup,MullerLyer,27.0,0.30447,169541729.0
lxmnawcu9z,43.0,arrowup,MullerLyer,15.0,0.18509,169543883.0
lxmnawcu9z,44.0,arrowdown,MullerLyer,-9.0,-0.08716,169545416.0
lxmnawcu9z,45.0,arrowdown,MullerLyer,3.0,-0.08716,169546959.0
lxmnawcu9z,46.0,arrowup,MullerLyer,-3.0,0.30447,169548600.0
lxmnawcu9z,47.0,arrowup,MullerLyer,-27.0,0.45,169550250.0
lxmnawcu9z,48.0,arrowup,MullerLyer,27.0,0.08716,169551653.0
lxmnawcu9z,49.0,arrowdown,MullerLyer,-3.0,-0.30447,169552963.0
lxmnawcu9z,50.0,arrowdown,MullerLyer,-21.0,-0.45,169554293.0
lxmnawcu9z,51.0,arrowdown,MullerLyer,-27.0,-0.30447,169555609.0
lxmnawcu9z,52.0,arrowdown,MullerLyer,-27.0,-0.18509,169556723.0
lxmnawcu9z,53.0,arrowup,MullerLyer,21.0,0.30447,169557963.0
lxmnawcu9z,54.0,arrowdown,MullerLyer,27.0,-0.30447,169559394.0
lxmnawcu9z,55.0,arrowup,MullerLyer,-27.0,0.30447,169560926.0
lxmnawcu9z,56.0,arrowdown,MullerLyer,15.0,-0.30447,169562142.0
lxmnawcu9z,57.0,arrowdown,MullerLyer,15.0,-0.18509,169563787.0
lxmnawcu9z,58.0,arrowdown,MullerLyer,9.0,-0.30447,169565198.0
lxmnawcu9z,59.0,arrowdown,MullerLyer,21.0,-0.30447,169566557.0
lxmnawcu9z,60.0,arrowdown,MullerLyer,9.0,-0.18509,169568772.0
lxmnawcu9z,61.0,arrowdown,MullerLyer,-9.0,-0.30447,169570170.0
lxmnawcu9z,62.0,arrowdown,MullerLyer,-15.0,-0.18509,169571618.0
lxmnawcu9z,63.0,arrowup,MullerLyer,3.0,0.45,169573217.0
lxmnawcu9z,64.0,arrowdown,MullerLyer,-15.0,-0.08716,169574697.0
lxmnawcu9z,65.0,arrowup,MullerLyer,3.0,0.08716,169575973.0
lxmnawcu9z,66.0,arrowdown,MullerLyer,-21.0,-0.08716,169577480.0
lxmnawcu9z,67.0,arrowdown,MullerLyer,-21.0,-0.18509,169578929.0
lxmnawcu9z,68.0,arrowdown,MullerLyer,-3.0,-0.18509,169580212.0
lxmnawcu9z,69.0,arrowdown,MullerLyer,21.0,-0.45,169581399.0
lxmnawcu9z,70.0,arrowup,MullerLyer,21.0,0.45,169582823.0
lxmnawcu9z,71.0,arrowdown,MullerLyer,-15.0,-0.30447,169584593.0
lxmnawcu9z,72.0,arrowup,MullerLyer,15.0,0.45,169586058.0
lxmnawcu9z,73.0,arrowdown,MullerLyer,27.0,-0.18509,169587731.0
lxmnawcu9z,74.0,arrowup,MullerLyer,9.0,0.45,169589153.0
lxmnawcu9z,75.0,arrowdown,MullerLyer,-15.0,-0.45,169590673.0
lxmnawcu9z,76.0,arrowdown,MullerLyer,-9.0,-0.45,169591998.0
lxmnawcu9z,77.0,arrowup,MullerLyer,-15.0,0.08716,169593621.0
lxmnawcu9z,78.0,arrowup,MullerLyer,9.0,0.30447,169594894.0
lxmnawcu9z,79.0,arrowup,MullerLyer,-21.0,0.45,169596241.0
lxmnawcu9z,80.0,arrowdown,MullerLyer,27.0,-0.08716,169597702.0
lxmnawcu9z,1.0,arrowleft,Ebbinghaus,0.45,0.09684,169615231.0
lxmnawcu9z,2.0,arrowright,Ebbinghaus,-0.45,-0.3383,169617041.0
lxmnawcu9z,3.0,arrowright,Ebbinghaus,-0.45,-0.20566,169618592.0
lxmnawcu9z,4.0,arrowleft,Ebbinghaus,1.05,0.5,169620129.0
lxmnawcu9z,5.0,arrowleft,Ebbinghaus,0.45,0.20566,169621776.0
lxmnawcu9z,6.0,arrowleft,Ebbinghaus,-0.75,0.3383,169623818.0
lxmnawcu9z,7.0,arrowleft,Ebbinghaus,0.15,0.5,169625605.0
lxmnawcu9z,8.0,arrowright,Ebbinghaus,-1.35,-0.5,169627089.0
lxmnawcu9z,9.0,arrowleft,Ebbinghaus,-1.05,0.3383,169628329.0
lxmnawcu9z,10.0,arrowright,Ebbinghaus,-0.45,-0.5,169629769.0
lxmnawcu9z,11.0,arrowleft,Ebbinghaus,0.75,0.20566,169631082.0
lxmnawcu9z,12.0,arrowright,Ebbinghaus,-0.45,-0.09684,169633343.0
lxmnawcu9z,13.0,arrowright,Ebbinghaus,0.75,-0.3383,169634836.0
lxmnawcu9z,14.0,arrowleft,Ebbinghaus,-1.35,0.5,169636530.0
lxmnawcu9z,15.0,arrowright,Ebbinghaus,0.45,-0.5,169638035.0
lxmnawcu9z,16.0,arrowleft,Ebbinghaus,1.05,0.3383,169639830.0
lxmnawcu9z,17.0,arrowleft,Ebbinghaus,1.35,0.20566,169641920.0
lxmnawcu9z,18.0,arrowright,Ebbinghaus,1.35,-0.09684,169643879.0
lxmnawcu9z,19.0,arrowright,Ebbinghaus,1.05,-0.09684,169645411.0
lxmnawcu9z,20.0,arrowright,Ebbinghaus,-0.15,-0.20566,169646993.0
lxmnawcu9z,21.0,arrowleft,Ebbinghaus,0.75,0.09684,169648668.0
lxmnawcu9z,22.0,arrowleft,Ebbinghaus,-1.05,0.09684,169650249.0
lxmnawcu9z,23.0,arrowright,Ebbinghaus,0.45,-0.3383,169652098.0
lxmnawcu9z,24.0,arrowright,Ebbinghaus,-1.05,-0.3383,169653638.0
lxmnawcu9z,25.0,arrowright,Ebbinghaus,0.75,-0.5,169654902.0
lxmnawcu9z,26.0,arrowright,Ebbinghaus,-1.35,-0.3383,169656243.0
lxmnawcu9z,27.0,arrowright,Ebbinghaus,1.35,-0.20566,169657790.0
lxmnawcu9z,28.0,arrowright,Ebbinghaus,-0.75,-0.5,169659708.0
lxmnawcu9z,29.0,arrowright,Ebbinghaus,0.45,-0.20566,169661371.0
lxmnawcu9z,30.0,arrowleft,Ebbinghaus,-0.75,0.09684,169662691.0
